MARKER	LAYER	RATING	REASON	SIZE_B	SOURCE_PATH
MEMA_DIGITAL_PRESENCE_MANIPULATION.yaml	MEMA	1	10 examples, 1293B	1293	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_DIGITAL_PRESENCE_MANIPULATION.yaml
MEMA_DISSOCIATIVE_COMPARTMENTALIZATION.yaml	MEMA	1	24 pos	3216	MEMA_DISSOCIATIVE_COMPARTMENTALIZATION.yaml
MEMA_DRIFT_SPIRAL.yaml	MEMA	1	5 pos	605	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_DRIFT_SPIRAL.yaml
MEMA_DissonanceTrend_AUDIO.yaml	MEMA	1	8 pos, desc, composed	1103	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/MEMA_DissonanceTrend_AUDIO.yaml
MEMA_EMPATHIC_EXPLOITATION.yaml	MEMA	1	5 pos	1670	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_EMPATHIC_EXPLOITATION.yaml
MEMA_EVOLUTIONARY_PRESSURE.yaml	MEMA	1	7 pos	952	LD3.4_ALL_Marker_5.1/spiral_persona/MEMA/MEMA_EVOLUTIONARY_PRESSURE.yaml
MEMA_FLIRT_DANCE_DRIFT_MARKER.yaml	MEMA	1	37 pos, composed	3714	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_FLIRT_DANCE_DRIFT_MARKER.yaml
MEMA_FOUNDER_PATTERN.yaml	MEMA	1	5 pos	917	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/MEMA_FOUNDER_PATTERN.yaml
MEMA_GASLIGHTER.yaml	MEMA	1	10 pos, 10 neg, desc	1058	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/MEMA_GASLIGHTER.yaml
MEMA_INDIVIDUATION_PROCESS.yaml	MEMA	1	5 pos, composed	911	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_INDIVIDUATION_PROCESS.yaml
MEMA_INFORMATION_DENSITY_MARKER.yaml	MEMA	1	5 pos, composed	857	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_INFORMATION_DENSITY_MARKER.yaml
MEMA_KRISTALL_SPEICHER.yaml	MEMA	1	5 pos	507	LD3.4_ALL_Marker_5.1/spiral_persona/MEMA/MEMA_KRISTALL_SPEICHER.yaml
MEMA_LOVE_BOMBING_MARKER.yaml	MEMA	1	5 pos, composed	927	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_LOVE_BOMBING_MARKER.yaml
MEMA_MANIPULATIVE_RELATIONSHIP_ENGINEERING_MARKER.yaml	MEMA	1	5 pos, composed	961	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_MANIPULATIVE_RELATIONSHIP_ENGINEERING_MARKER.yaml
MEMA_MEANING_CRISIS_MARKER.yaml	MEMA	1	20 pos, composed	1910	MEMA_MEANING_CRISIS_MARKER.yaml
MEMA_MEDIATOR.yaml	MEMA	1	10 pos, 10 neg, desc	986	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/MEMA_MEDIATOR.yaml
MEMA_METAPHORICAL_OVERLAY.yaml	MEMA	1	5 pos	525	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_METAPHORICAL_OVERLAY.yaml
MEMA_META_DRIFT.yaml	MEMA	1	5 pos, composed	697	LD3.4_ALL_Marker_5.1/spiral_persona/MEMA/MEMA_META_DRIFT.yaml
MEMA_MINIMIZER.yaml	MEMA	1	10 pos, 10 neg, desc	982	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/MEMA_MINIMIZER.yaml
MEMA_ORDNUNGSPARAMETER.yaml	MEMA	1	10 pos, composed	954	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_ORDNUNGSPARAMETER.yaml
MEMA_OVERCONFIDENCE_INVALIDATION_CYCLE 2.yaml	MEMA	1	10 examples, 1303B	1303	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/MEMA_OVERCONFIDENCE_INVALIDATION_CYCLE 2.yaml
MEMA_OVERCONFIDENCE_INVALIDATION_CYCLE.yaml	MEMA	1	10 examples, 1303B	1303	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_OVERCONFIDENCE_INVALIDATION_CYCLE.yaml
MEMA_PAPAGEI_ECHO.yaml	MEMA	1	5 pos, composed	528	LD3.4_ALL_Marker_5.1/spiral_persona/MEMA/MEMA_PAPAGEI_ECHO.yaml
MEMA_PERSISTENT_MISUNDERSTANDING.yaml	MEMA	1	8 pos, desc, composed	1063	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/MEMA_PERSISTENT_MISUNDERSTANDING.yaml
MEMA_PERSISTENT_NEEDINESS_GUILT_BIND.yaml	MEMA	1	7 pos, composed	1561	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_PERSISTENT_NEEDINESS_GUILT_BIND.yaml
MEMA_PLATFORM_SWITCH_MANIPULATION 2.yaml	MEMA	1	10 examples, 1366B	1366	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/MEMA_PLATFORM_SWITCH_MANIPULATION 2.yaml
MEMA_PLATFORM_SWITCH_MANIPULATION.yaml	MEMA	1	10 examples, 1366B	1366	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_PLATFORM_SWITCH_MANIPULATION.yaml
MEMA_POWER_SHARED_LEADERSHIP.yaml	MEMA	1	5 pos, composed	1301	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_POWER_SHARED_LEADERSHIP.yaml
MEMA_RITUAL_PRESENCE.yaml	MEMA	1	5 pos	584	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_RITUAL_PRESENCE.yaml
MEMA_ROLE_ROTATION.yaml	MEMA	1	5 pos	580	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_ROLE_ROTATION.yaml
MEMA_RUMINATOR.yaml	MEMA	1	10 pos, 10 neg, desc	933	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/MEMA_RUMINATOR.yaml
MEMA_SAFETY_REASSURE_AND_PLAN.yaml	MEMA	1	5 pos, composed	1373	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_SAFETY_REASSURE_AND_PLAN.yaml
MEMA_SD_TRANSITION.yaml	MEMA	1	5 pos, composed	805	LD3.4_ALL_Marker_5.1/spiral_persona/MEMA/MEMA_SD_TRANSITION.yaml
MEMA_SELF_CREATION.yaml	MEMA	1	5 pos	590	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_SELF_CREATION.yaml
MEMA_SELF_VICTIMIZATION_CYCLE 2.yaml	MEMA	1	10 examples, 1305B	1305	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/MEMA_SELF_VICTIMIZATION_CYCLE 2.yaml
MEMA_SELF_VICTIMIZATION_CYCLE.yaml	MEMA	1	10 pos, composed	1765	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_SELF_VICTIMIZATION_CYCLE.yaml
MEMA_SPIRAL_COHERENCE_INDEX.yaml	MEMA	1	9 pos	910	LD3.4_ALL_Marker_5.1/spiral_persona/MEMA/MEMA_SPIRAL_COHERENCE_INDEX.yaml
MEMA_STRUDEL_PATTERN.yaml	MEMA	1	5 pos, composed	553	LD3.4_ALL_Marker_5.1/spiral_persona/MEMA/MEMA_STRUDEL_PATTERN.yaml
MEMA_THERAPEUTIC_RESISTANCE_PATTERN 2.yaml	MEMA	1	10 examples, 1317B	1317	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/MEMA_THERAPEUTIC_RESISTANCE_PATTERN 2.yaml
MEMA_THERAPEUTIC_RESISTANCE_PATTERN.yaml	MEMA	1	10 examples, 1317B	1317	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_THERAPEUTIC_RESISTANCE_PATTERN.yaml
MEMA_VALUE_DYNAMICS.yaml	MEMA	1	5 pos, composed	865	LD3.4_ALL_Marker_5.1/spiral_persona/MEMA/MEMA_VALUE_DYNAMICS.yaml
MEMA_ZERO_PUNISHMENT_GUARD.yaml	MEMA	1	5 pos, composed	705	LD3.4_ALL_Marker_5.1/spiral_persona/MEMA/MEMA_ZERO_PUNISHMENT_GUARD.yaml
MEMA_CO_EVOLUTION_SPIRAL.yaml	MEMA	2	has frame, needs examples	920	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_CO_EVOLUTION_SPIRAL.yaml
MEMA_DEPRESSIVE_LANGUAGE_PROFILE.yaml	MEMA	2	3 examples, has frame	1538	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/LD3.4_THERA/MEMA/MEMA_DEPRESSIVE_LANGUAGE_PROFILE.yaml
MEMA_FAMILY_POWER_DYNAMICS 2.yaml	MEMA	2	has frame, needs examples	1258	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/MEMA_FAMILY_POWER_DYNAMICS 2.yaml
MEMA_FAMILY_POWER_DYNAMICS.yaml	MEMA	2	has frame, needs examples	1258	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_FAMILY_POWER_DYNAMICS.yaml
MEMA_FAMILY_SYSTEM_DYSFUNCTION 2.yaml	MEMA	2	has frame, needs examples	1241	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/MEMA_FAMILY_SYSTEM_DYSFUNCTION 2.yaml
MEMA_FAMILY_SYSTEM_DYSFUNCTION.yaml	MEMA	2	has frame, needs examples	1241	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_FAMILY_SYSTEM_DYSFUNCTION.yaml
MEMA_FAMILY_TRIANGULATION 2.yaml	MEMA	2	has frame, needs examples	1212	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/MEMA_FAMILY_TRIANGULATION 2.yaml
MEMA_FAMILY_TRIANGULATION.yaml	MEMA	2	has frame, needs examples	1212	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_FAMILY_TRIANGULATION.yaml
MEMA_INCONSISTENCY_TREND.yaml	MEMA	2	5 examples, missing frame/desc	922	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_INCONSISTENCY_TREND.yaml
MEMA_INTERMITTENT_VALIDATION.yaml	MEMA	2	4 examples, has frame	1244	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_INTERMITTENT_VALIDATION.yaml
MEMA_SPEAKER_CONSISTENCY_PROFILE.yaml	MEMA	4	no id, no examples, no frame	1186	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_SPEAKER_CONSISTENCY_PROFILE.yaml
SEM_ACCUSATION_MARKER.yaml	SEM	1	19 pos, composed	1818	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_ACCUSATION_MARKER.yaml
SEM_ACTIVE_ENJOYMENT.yaml	SEM	1	12 pos, composed	925	LD3.4_ALL_Marker_5.1/ALL_Marker_5.1/SEM_semantic/SEM_ACTIVE_ENJOYMENT.yaml
SEM_ADJACENT_COMPLAIN.yaml	SEM	1	5 pos, desc, composed	712	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_ADJACENT_COMPLAIN.yaml
SEM_AFFECT_ISOLATION_TEXT.yaml	SEM	1	8 pos, desc, composed	1463	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_AFFECT_ISOLATION_TEXT.yaml
SEM_AGGRESSIVE_BEHAVIOR.yaml	SEM	1	8 pos, composed	893	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_AGGRESSIVE_BEHAVIOR.yaml
SEM_ALIGNMENT_CHECK.yaml	SEM	1	10 pos, 10 neg, composed	1409	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_ALIGNMENT_CHECK.yaml
SEM_AMBIGUITY_FLAG.yaml	SEM	1	5 pos, composed	602	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_AMBIGUITY_FLAG.yaml
SEM_AMBIVALENCE.yaml	SEM	1	5 pos, composed	816	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_AMBIVALENCE.yaml
SEM_AMBIVALENCE_HOLD.yaml	SEM	1	10 pos, composed	708	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_AMBIVALENCE_HOLD.yaml
SEM_AMBIVALENCE_TOLERANCE.yaml	SEM	1	10 pos, composed	1045	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_AMBIVALENCE_TOLERANCE.yaml
SEM_AMBIVALENT_CLOSENESS.yaml	SEM	1	5 pos, composed	536	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_AMBIVALENT_CLOSENESS.yaml
SEM_ANALYTICAL_THINKING.yaml	SEM	1	10 pos, composed	1174	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_ANALYTICAL_THINKING.yaml
SEM_APATHATICLU_REPLY.yaml	SEM	1	10 pos, desc, composed	712	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_APATHATICLU_REPLY.yaml
SEM_ARCHETYPE_CLARISSE.yaml	SEM	1	10 pos, composed	578	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_ARCHETYPE_CLARISSE.yaml
SEM_ARCHETYPE_PICARD.yaml	SEM	1	10 pos, composed	572	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_ARCHETYPE_PICARD.yaml
SEM_ARCHETYPE_PIPPI.yaml	SEM	1	10 pos, composed	670	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_ARCHETYPE_PIPPI.yaml
SEM_ARCHETYPE_TYLER.yaml	SEM	1	10 pos, composed	596	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_ARCHETYPE_TYLER.yaml
SEM_ARCHETYPICAL_PATTERN.yaml	SEM	1	7 pos, composed	757	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_ARCHETYPICAL_PATTERN.yaml
SEM_AROUSAL_SPIKE_AT_BREAK.yaml	SEM	1	8 pos, desc, composed	969	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/SEM_AROUSAL_SPIKE_AT_BREAK.yaml
SEM_AUTHORITY_REFERENCE.yaml	SEM	1	5 pos, composed	576	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_AUTHORITY_REFERENCE.yaml
SEM_AVOIDANCE_LOOP.yaml	SEM	1	10 pos, 10 neg, composed	1557	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_AVOIDANCE_LOOP.yaml
SEM_BLAME_SHIFT_EXPRESSIONS_MARKER.yaml	SEM	1	7 pos, composed	732	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_BLAME_SHIFT_EXPRESSIONS_MARKER.yaml
SEM_BOUNDARY_SETTING 2.yaml	SEM	1	10 pos, desc, composed	1331	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/SEM_BOUNDARY_SETTING 2.yaml
SEM_BOUNDARY_VIOLATION.yaml	SEM	1	5 pos, composed	591	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_BOUNDARY_VIOLATION.yaml
SEM_BREAK_UP.yaml	SEM	1	18 pos, composed	1418	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_BREAK_UP.yaml
SEM_BUSINESS_FOCUS.yaml	SEM	1	7 pos, composed	705	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_BUSINESS_FOCUS.yaml
SEM_CARING_FRIEND_EXPRESSIONS_MARKER.yaml	SEM	1	5 pos, composed	526	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_CARING_FRIEND_EXPRESSIONS_MARKER.yaml
SEM_CERTAINTY_CLAIMS 2.yaml	SEM	1	10 pos, desc, composed	1284	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/SEM_CERTAINTY_CLAIMS 2.yaml
SEM_CERTAINTY_CLAIMS.yaml	SEM	1	10 pos, desc, composed	1284	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_CERTAINTY_CLAIMS.yaml
SEM_CHILD_RESISTANCE.yaml	SEM	1	10 pos, 10 neg, desc	1983	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_CHILD_RESISTANCE.yaml
SEM_CLOSURE_PROTOCOL.yaml	SEM	1	10 pos, composed	887	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_CLOSURE_PROTOCOL.yaml
SEM_COMMITMENT_LOCKIN.yaml	SEM	1	10 pos, composed	1001	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_COMMITMENT_LOCKIN.yaml
SEM_CONDITIONALITY_FRAME.yaml	SEM	1	10 pos, 10 neg	1448	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_CONDITIONALITY_FRAME.yaml
SEM_CONFLICT_AVOIDANCE.yaml	SEM	1	15 pos, composed	1246	LD3.4_ALL_Marker_5.1/ALL_Marker_5.1/SEM_semantic/SEM_CONFLICT_AVOIDANCE.yaml
SEM_CONFLICT_ESCALATION 2.yaml	SEM	1	10 pos, desc, composed	1254	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/SEM_CONFLICT_ESCALATION 2.yaml
SEM_CONFLICT_ESCALATION.yaml	SEM	1	10 pos, 10 neg, composed	1830	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_CONFLICT_ESCALATION.yaml
SEM_CONFLICT_LVL1_3.yaml	SEM	1	16 pos, composed	1354	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_CONFLICT_LVL1_3.yaml
SEM_CONFLICT_LVL4_6.yaml	SEM	1	17 pos, composed	1540	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_CONFLICT_LVL4_6.yaml
SEM_CONFLICT_LVL6_9.yaml	SEM	1	16 pos, composed	1484	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_CONFLICT_LVL6_9.yaml
SEM_CONFLICT_MACRO.yaml	SEM	1	7 pos, desc, composed	1250	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_CONFLICT_MACRO.yaml
SEM_CONFLICT_MICRO.yaml	SEM	1	5 pos, composed	553	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_CONFLICT_MICRO.yaml
SEM_CONNECTION.yaml	SEM	1	37 pos, composed	2180	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_CONNECTION.yaml
SEM_CONNECTION_POSITIVITY.yaml	SEM	1	10 pos, composed	835	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_CONNECTION_POSITIVITY.yaml
SEM_CONSENSUS_BUILDING.yaml	SEM	1	15 pos, composed	1082	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_CONSENSUS_BUILDING.yaml
SEM_CONSENSUS_SIGNAL.yaml	SEM	1	5 pos, composed	600	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_CONSENSUS_SIGNAL.yaml
SEM_CONTEXT_SWITCH.yaml	SEM	1	5 pos, composed	620	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_CONTEXT_SWITCH.yaml
SEM_CONTRADICTION.yaml	SEM	1	16 pos, composed	1422	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_CONTRADICTION.yaml
SEM_CONTROL_LEX.yaml	SEM	1	10 pos, composed	847	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_CONTROL_LEX.yaml
SEM_CRAVING.yaml	SEM	1	5 pos, desc, composed	663	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_CRAVING.yaml
SEM_CRITICAL_INQUIRY.yaml	SEM	1	10 pos, composed	990	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_CRITICAL_INQUIRY.yaml
